Frame,Landmark,Body Part,x Pos,y Pos,z Pos,Visibility
0,11,LEFT_SHOULDER,0.3483939468860626,0.26525378227233887,0.1302318125963211,0.9993403553962708
0,12,RIGHT_SHOULDER,0.35503169894218445,0.2716851532459259,-0.11142698675394058,0.9999673366546631
0,13,LEFT_ELBOW,0.3837047517299652,0.27725595235824585,0.256329745054245,0.4410114288330078
0,14,RIGHT_ELBOW,0.3478541672229767,0.35029730200767517,-0.23916959762573242,0.9903837442398071
0,15,LEFT_WRIST,0.425192266702652,0.2150028645992279,0.3465387225151062,0.7634117007255554
0,16,RIGHT_WRIST,0.391685426235199,0.3232901692390442,-0.33375290036201477,0.9925526976585388
0,23,LEFT_HIP,0.3251432776451111,0.4643844962120056,0.07763273268938065,0.9996169805526733
0,24,RIGHT_HIP,0.3438433110713959,0.47332385182380676,-0.07768329232931137,0.9997701048851013
0,25,LEFT_KNEE,0.328142911195755,0.6003375053405762,0.10935280472040176,0.8371967077255249
0,26,RIGHT_KNEE,0.3496336042881012,0.608628511428833,-0.09011442959308624,0.9908401370048523
0,27,LEFT_ANKLE,0.2824192941188812,0.7192535996437073,0.1468389630317688,0.9187475442886353
0,28,RIGHT_ANKLE,0.34025779366493225,0.7626202702522278,-0.10222414880990982,0.993931770324707
0,29,LEFT_HEEL,0.26996713876724243,0.7437477111816406,0.14736203849315643,0.9207680821418762
0,30,RIGHT_HEEL,0.3288295269012451,0.7914658188819885,-0.10473774373531342,0.9844931364059448
0,31,LEFT_FOOT_INDEX,0.29923513531684875,0.761389434337616,0.1189107671380043,0.8985827565193176
0,32,RIGHT_FOOT_INDEX,0.37164580821990967,0.7877490520477295,-0.15418745577335358,0.9855031967163086
1,11,LEFT_SHOULDER,0.34884369373321533,0.2656156122684479,0.13077153265476227,0.999330461025238
1,12,RIGHT_SHOULDER,0.35027068853378296,0.27262237668037415,-0.11967213451862335,0.9999669194221497
1,13,LEFT_ELBOW,0.3858940303325653,0.2766210734844208,0.2591884434223175,0.4381154477596283
1,14,RIGHT_ELBOW,0.34091559052467346,0.35286056995391846,-0.23957011103630066,0.9907549619674683
1,15,LEFT_WRIST,0.42363685369491577,0.2150348722934723,0.3501647114753723,0.769783616065979
1,16,RIGHT_WRIST,0.38747385144233704,0.3219364881515503,-0.3125326335430145,0.9929276704788208
1,23,LEFT_HIP,0.32444825768470764,0.46439921855926514,0.07820918411016464,0.9996176958084106
1,24,RIGHT_HIP,0.3404766917228699,0.4733942151069641,-0.07826291024684906,0.9997691512107849
1,25,LEFT_KNEE,0.3241524398326874,0.6003249883651733,0.10901888459920883,0.8371506333351135
1,26,RIGHT_KNEE,0.3494992256164551,0.6107503175735474,-0.0842607319355011,0.9905321598052979
1,27,LEFT_ANKLE,0.27799224853515625,0.7183496356010437,0.14971137046813965,0.9197821021080017
